Title,Keywords,Keyword_Count
"고려대 의대 교수들, 12일부터 무기한 휴진…서울대·연세대 이은 3번째","['세브란스병원', '휴진', '응급', '서울대병원', '예정']",5
"유한양행, 첫 희귀질환 치료제 임상 1상 승인","['의약품', '질병', '시험', '치료', '약물']",5
"OCI 익산공장, 정부 공정안전관리평가서 최고등급 획득","['psm', '안전', '모니터링', '등급', '예방']",5
"두산에너빌, 분당복합발전소에 가스터빈 공급","['발전소', '한국남동발전', '병합발전소', '계약', '산업']",5
"6월 수출 전년比 5.1% 증가… 무역흑자 80억불, 45개월 만에 최대 (종합)","['수출', '한국', '반도체', '수입액', '수출액']",5
"고학수 개인정보위원장 ""알리·테무 조사 마무리…곧 처분""","['위원장', '기자단', '정부서울청사', '위원회', '알리']",5
줄서서 주유하는 알뜰주유소,"['축소', '휘발유', '2024', '정부', '경유']",5
"광주시, 사회적경제주간 ‘착한소비 확산’","['쇼핑몰', '주간', '시장', '가치사세마켓', '마켓']",5
"“2분당 1대씩”…삼성 OLED 게이밍 모니터, 글로벌 판매 2만대 돌파","['삼성전자', '한국', '삼성성자', '판매', '혁신']",5
"[머니S포토] 정부, 유류세 7월 1일부터 인하 조정","['휘발유', '가격', '축소', '정부', '차량']",5
과천 '로또 청약' 특공 경쟁률 최고 362대 1…3만 6500명 몰렸다,"['경쟁', '평균', '서울경제', '모집', '비교']",5
"씨엠아이㈜·경기주택도시공사, 아파트 단지 내 '슈퍼그린 수직정원' 설치","['경기주택도시공사', '아파트', '주택', '한국환경디자인연구소', '건축']",5
유안타證 “外人 순매수 기조 하반기에도 유효…코스피 3000대 가능”,"['외국인', '분석', '관점', '미국', '글로벌']",5
한국수산자원공단 임한규 신임 경영기획본부장 취임,"['이사장', '본부장', '직원', '취임사', '관리']",5
"[IB톡] '동양·ABL생명' 몸값 3조?...""프로젝트명 '비원' 교훈 되새겨야"" [넘버스]","['현대차증권', 'abl생명', '증권가', '가격', '주식']",5
“타투 있으면 갤럭시워치 못 쓰나요?” [강홍민의 끝까지 간다],"['갤럭시워치6', '문신', '삼성멤버스', '센서', '갤럭시워치5']",5
"신한라이프, 'Life를 Like해' 신규 광고 캠페인 진행... 천우희 등 5명 광고 모델 발탁","['생명', '캠페인', '라이프', '인생', '신한라이프']",5
다이소,"['서울', '유통', '상품', '매장', '고객']",5
부동산 PF 구조조정 본격화… 9월부터 경·공매 물량 나온다,"['pf', '자금', '금융사', '금융', '부동산']",5
"대한항공, 난기류 대비해 객실 서비스 20분 앞당긴다","['항공', '항공기', '비행', '대한항공대한항공', '항공사']",5
공사비 급등에 `K-컬처밸리` 공중분해,"['개발업', '건설', '프로젝트', '산업', '컬처밸리']",5
"[머니S포토] 조현상 ""한·베트남 글로벌 경제환경 변화 이길 전략적 동반자""","['베트남', '포럼', '장관', '위원장', '서울']",5
"악사손보, '국가서비스대상' 자동차보험 5년 연속 대상","['보험', '악사다이렉트자동차', '2024', '할인', '혜택']",5
"최태원 회장, 美 아마존·인텔 CEO와 'AI·반도체' 협업 방안 논의","['회의', '경영자', '인텔', '아마존', '회장']",5
"교보증권, ESG 성과 담은 '2023 통합보고서' 발간","['esg', '혁신', '리포트', '온실가스', '환경']",5
KB운용 'RISE' 이어…한화운용도 ETF 브랜드 '아리랑→PLUS'로 바꾼다,"['펀드', 'etf', '투자업계', '투자자', '금융']",5
"한국재무설계-숭실대 경영대, 재무업계 성장 위한 업무협약 체결","['설계사', '협약', '산업', '한국', '협력']",5
"[포토] 서울시, 쪽방촌에 구강관리센터 개소","['서울', '서울시장', '개소식', '참석자', '무료']",5
"""쉰다리가 뭐야?"" 보리 누룩 발효한 제주 전통음료, 그 맛은 [써보자고! 인생 꿀템]","['제품', '할랄', '효모균', '재료', '현대인']",5
"신라면세점, 인천공항 '주류 플래그십 스토어' 오픈…30% 할인 판매","['인천공항점', '인천국제공항', '국제공항', '스토어', '인천']",5
[코스피] 4.86p(0.17%) 내린 2792.96 출발,"['서울', '출발', '코스피', '박승희', '뉴스']",5
중부권광역우편물류센터 점검하는 이종호 장관,"['안전', '서울', '우편물류센터', '장관', '재난']",5
[속보] 6월 반도체 수출 134.2억달러…역대 최대,"['반도체', '역대', '수출', '최대', '속보']",5
"""입맛 뚝 떨어져"" 즉석밥 뜯자 '곰팡이 득실'…제조사 입장 들어보니","['제품', '곰팡이', '무균', '유통', '상품']",5
나인원한남 200억에 팔렸다…공동주택 역대 최고가,"['가격', '분양', '매매', '교통부', '주택']",5
"당근, 동네사장님 어워즈…성공 스토리·장사 노하우 공모","['사장', '2024', '성공', '참가자', '발표']",5
"[마켓칼럼] ""VIX 낮을 때가 매도 타이밍? 변동성 낮아도 하락 두려워 말아야""","['마켓', '투자자', '시카고', 'vix', '시장']",5
연이은 사고에 흔들리는 티웨이항공,"['아시아나항공', '비행기', '항공업', '항공', '항공기']",5
"도로공사, 마인크래프트로 만드는  지하고속도로 공모전 개최","['미래', '교육청', '게임', '해외', '경인지하고속도로']",5
"더벤티, 상생 위해 덱스 모델 광고비 및 홍보비 전액 부담","['비용', '가격', '할인', '수익', '마케팅']",5
SK온 비상경영 선언…흑자전환까지 임원 연봉 동결,"['조직', '경영자', '사무실', '회의', '임원']",5
"상반기 亞 주가상승 1위는 대만, 한국은 6위…""시장은 日 선호""","['평균', '일본', '시장', '예측', 'cnbc']",5
5월 전국 상업 빌딩 시장 '약세'…거래량·금액 하락,"['시장', '서울', '하락', '부동산', '금리']",5
피자마루,"['피자', '마루제품개발연구소', '창업', '연구', '연구소']",5
"박형준 ""후반기 핵심 사업은 가덕도신공항·글로벌 허브도시""","['가덕도신공항', '부산시청', '기자', '엑스포', '부산시장']",5
[인사] IBK투자증권,"['상무보', '박현철', '본부장', '신규보', '관리부']",5
"다올증권 ""하나투어, 여행객 고령화 수혜주…목표가 8만원""","['소득', '월평균', '여행객', '성장', '투자']",5
인적분할 완료한 효성…계열분리 속도낸다,"['계열사', '효성중공업', '조직', '효성그룹', '조현준']",5
레미콘 운송노조 파업 돌입,"['한국노총', '파업', '레미콘운송노동조합', '공장', '협상']",5
이번 주 공모주 청약... 시프트업·엑셀세라퓨틱스 2개사 진행,"['투자업계', '플레이스테이션', '바이오', '예측', '매출']",5
현대차 인도네시아 공장 생산률 111%… 해외 공장 중 1위,"['현대자동차', '싱가포르', '산업', '현대차', '자동차']",5
[부산소식] 자금·보증 특례 지원 우수 벤처기업인 발굴,"['중소기업', '2024', '벤처', '기업', '벤처인']",5
착륙 40분 전부터 승무원 기내 서비스 안한다는 대한항공…왜 바꿨나?,"['항공기', '비행', '착륙', '승객', '대한항공']",5
"iM뱅크, 카드 해외 결제 캐시백 이벤트","['im뱅크', '카드', '결제', '고객', '계좌']",5
"NHN페이코, 맥도날드와 오프라인 결제 프로모션 실시","['맥도날드', '할인', '고객', '결제', '카드']",5
GS25 “우리도 두바이 초콜릿”…치열한 편의점 신상경쟁 [언박싱],"['초콜릿', 'gs25', '두바이', '편의점', '상품']",5
"KCC, 홈페이지 리뉴얼 변경…DT 가속화","['디지털', '개선', '사용자', '인터페이스', '소통']",5
"벤츠·BMW도 제쳤다...현대차, 美 전기차시장서 '희소식' [지금이뉴스]","['현대차', '전기', '시장', '감소', '미국']",5
"""몰라서·실질액수 줄어서""...'자영업자 출산급여' 수령자 감소한 이유","['소득', '임금', '경제', '급여액', '통계청']",5
"신영증권 ""트럼프 당선시 금융시장 변동성 확대 가능성""","['토론서', '정치', '트럼프', '토론', '투표']",5
[딥바이오 대해부]③ 투자자가 묻다...루닛 압도할 파급력 있을까,"['딥바이오', '혁신', '딥러닝', '바이오마커', '병리학자']",5
오늘의 증시,"['이메일', '전화', '뉴스', '오늘', '증시']",5
"'청년 주인 도시' 구축…전주시, 청년정책에 852억 투입","['창업', '김동철', '예산', '도시', '성장']",5
“AI 가전으로 떨어져 사는 부모님 안부 챙긴다”,"['삼성', '사생활', '스마트폰', '삼성전자', '가족']",5
"진로(JINRO), 세계 증류주 판매 1위 브랜드 달성","['판매량', '대부분', '위스키', '브랜드', '판매']",5
이마트 '가격 파격 선언' 행사 돌입,"['이마트', '가격', '서울', '할인', '상품']",5
2차 베이비부머 954만명 은퇴…성장 잠재력 제약 우려,"['경제', '성장률', '연금', '소득', '생산성']",5
