Title,Keywords,Keyword_Count
"DL이앤씨, 6년 연속 업계 최고 신용등급 'AA-' 유지","['등급', '수익', '한국기업평가', '가치', '보증']",5
"자이언트스텝, 현대백화점 공식 온라인몰 생성형 AI 도입","['디지털', '혁신', '현대닷컴', '기술', '이미지플로우']",5
"'850원' 슈퍼엔저, 37년 만에 최고… 엔/달러 환율 162엔 돌파 눈앞","['일본은행', '가격', '인플레이션', '금리', '연율']",5
"비보존제약, 앰비케어 손잡고 알자틴캡슐 글로벌 수출 본격화","['알자틴캡슐150', '캐나다', '수출', '약국', '항궤양제']",5
"""애플, 신형 에어팟에 카메라 장착…2026년 양산 목표""","['애플', '특파원', '아이팟', '카메라', '무선']",5
[속보]6월 소비자물가 2.4% 올라…석달째 2%대 상승,"['상승률', '농산물', '소비자', '경제', '통계청']",5
"중소기업계, 베트남 총리 만나 경영 애로 전달...기업은행 베트남 법인 인허가도 요청","['한국단조공업협동조합', '한국농기계공업협동조합', '이사장', '김기문', '서울']",5
"이케아, 뉴욕 5번가 명품거리에 매장 연다…부동산 지분 투자","['맨해튼', '건물', '브루클린', '쇼핑몰', '뉴욕시']",5
"전매방문 예약도 휴대폰...대우건설, 모바일 상담앱 리뉴얼 오픈","['모바일', '분양금', '신청', '애프터서비스', '디자인']",5
"""빨리빨리 문화에 맞추자""…'한국화' 나선 글로벌 플랫폼 [여행 라이브]","['인천국제공항', '해외여행객', '에어아시아', '모바일', '여행업']",5
"미증시 하반기에도 랠리 기대, 빅테크 일제 상승…애플 3%↑","['애플', '상승', '구글', '지능', '마이크로소프트']",5
6월 소비자물가 2.4%↑ '석달째 2%대'…상승폭 11개월來 최저(종합),"['경제', '상승세', '통계청', '수입', '통계']",5
"동양·ABL생명 대주주 중국 다자보험, 본전 찾으려면…","['롯데손해보험', '우리금융그룹', '롯데손보', '우리금융지주', '본전']",5
"[상속세]② 상속세 공제한도 올려주세요 혹시, 세율도 같이?","['소득세', '세금', '세율', '납부', '혜택']",5
외국인에 손내미는 은행권…특화점포 늘리고 비대면도 강화,"['외국인', '인구', '우리은행', '고객', '인도네시아']",5
"김기문 중기중앙회장, 베트남 총리와 중소기업 협력방안 논의","['서울', '중소기업', '베트남', '김기문', '한국']",5
소상공인 도로점용료 감면 2년 연장…2분기 국토교통 분야 규제개선,"['규제', '개혁', '교통', '방침', '규정']",5
"홈플러스, AI 챗봇 서비스 선봬…""질문의도 파악해 양질 답변""","['챗봇', '단어', '커뮤니케이션', '지능', '언어']",5
남산자락에 최고 15층 아파트 올린다… 고도 제한 완화,"['서울', '도시', '서울시', '구역', '지하철역']",5
새만금에 국제회의 개최 가능한 말목장 등  차별화된 말 산업 인프라 구축 필요,"['인프라', '개발청', '전략', '기초', '구축']",5
삼성 투자받은 ‘비침습 혈당측정기기’ 업체 “FDA 승인 절차 시작할 것”,"['연구소', '의약국', '피부', '바이오업계', '측정기']",5
'광주 1호' 쇼핑몰 위해…'무차입 경영' 포기한 광주신세계,"['신세계백화점', '광주신세계', '쇼핑몰', '아트앤컬처', '신세계']",5
6월 소비자물가 2.4%↑…둔화 흐름 속 과일 가격 강세 지속,"['소비자', '과일', '가격', 'economy', '상승세']",5
"베트남 총리, 정의선·신동빈 이어 이재용 연쇄 회동","['김정남', '베트남', '공산당', '팜민찐', '회장']",5
"이노스페이스, 코스닥 상장일 소폭 하락 출발...공모가 밑돌아","['투자자', '하락', '시장', '예측', '이노스페이스']",5
오늘 증시는...,"['기자', '하나은행', '연합뉴스', '2024', '사진']",5
파리올림픽 타임키핑 신기술 발표하는 오메가,"['카메라', '디지털', '올림픽', '타임키퍼', '2024']",5
"한화오션 함정 3척, 하와이서 열린 다국적 연합훈련 '림팩' 출동","['함대공', '태평양', '훈련', '병력', '구축함']",5
‘통합 이마트’ 출범…“이마트 신선식품을 에브리데이에서도”,"['마트', '자회사', '서울', '기업', '이마트에브리데이']",5
"코스피, 2790선으로 후퇴… 코스닥도 약보합세","['금리', '증권', '환율', '평균', '낙관']",5
김홍일 위원장 사퇴 임박…방통위 또 '식물상태',"['김홍일', '기자', '김영운', '부위원장', '서울']",5
"중고차 사기피해 안 당하려면? ""성능·상태점검 기준 마련해야""","['보험업', '책임', '점검', '보험사', '소비자원']",5
6월 소비자물가 상승률 2.4%...11개월 만에 최저,"['소비자', '지난달', '통계청', '상승', '지난해']",5
"""룰렛 돌리면 치킨""...빗썸, 혜택존에서 여름 맞이 이벤트","['참여', '치킨', '일정', '획득', '이벤트']",5
은행도 오픈런?… 외국인 일요일에 줄 서는 까닭은 [밀착취재],"['외국인', '여권', '카드', '모바일', '등록증']",5
임대료 5% 내 올리고 2년간 계약 유지… ‘상생 임대인’ 되면 혜택은?,"['소득세', '계약', '시간', '조선일보', '세금']",5
"윤희성 수은 행장 ""국가간 기술패권 경쟁 격화되는 때...국제금융시장 선도자 되겠다""","['dfi', '정부', '개발', '투자', '산업']",5
"KB, IPO 주관 1위… NH증권, 시프트업·케이뱅크로 '절치부심'","['한국투자증권', '유진투자증권', 'nh투자증권', '증권사', '증권가']",5
"LF 헤지스, '아이코닉' 시리즈 인기…패밀리 아이템으로 자리매김","['연령대', '브랜드', '연평균', '패션', '지난해']",5
"“엔씨소프트, 2분기 신작게임 비용 늘어 영업적자 불가피”…목표가↓","['비용', '손실', '한화투자증권', '매출액', '가치']",5
"포스코DX, ESG 경영전략 담은 ‘2023 지속가능경영보고서’ 발간","['2040', '포스코dx', '환경', 'esg', '혁신']",5
2024년 6월 소비자물가 2.4% 상승-통계청,"['소비자', '경제', '통계', '통계청', '지난달']",5
"[Editor’s Note] 엔화 반등에 베팅한 당신, 옛 일본만 기억하는 세대?","['북한', '일본', '한국', '달러화', '탈북자']",5
"""임금 삭감하고, 인력 줄이고""...깊어지는 건설 불황에 너도나도 '긴축경영'","['이익률', '하락세', '증가', '매출', '축소']",5
상반기 대미수출 89조원 사상 최대… “트럼프發 리스크 대비를”,"['수출국', '한국', '경제', '반도체', '무역']",5
'큰손'들 꽂혔다…3억 넣고 10년 동안 '룰루랄라' 했더니 [일확연금 노후부자],"['일확연금', '장기간', '금리', '연간', '한국경제신문']",5
"""쿠팡 정보를 알리가 가져간다""","['산업', '정보위', '업계', '보호', '정부']",5
파리올림픽 타임키핑 신기술 발표하는 오메가,"['카메라', '디지털', '올림픽', '타임키퍼', '2024']",5
"KB라이프사회공헌재단, `생명나눔 챌린지` 캠페인 진행","['기부금', 'kb라이프타워', '캠페인', '기부', '기증']",5
'스텔라라' 바이오시밀러…삼바-셀트 대결,"['바이오시밀러', '미국식품의약국', '식약처', '삼성바이오에피스', '바이오업']",5
"오뚜기, CGV용산아이파크몰과 협업…해피냠냠 라면 가게 연다","['가게', '오뚜기', '노란색', '사진', '팝업']",5
C-커머스의 '초저가 공세'...유통 생태계에 직격타,"['업계', '중국', '시장', '위협', '성장세']",5
"앱클론 “위암 치료제 AC101, 표준요법 대비 7배 ORR 확인”","['미국임상종양학회', '종양', '약물', '유럽종양학회', '소화기암']",5
"빗썸, 초복·중복 있는 7월 맞아 '치킨 이벤트' 연다","['치킨', '참여', '매일', '지급', '일정']",5
부산지하철 1호선 양정역 역세권 아파트 선보여,"['롯데건설', '분양', '계약', '연산동', '중도금']",5
"한화투자증권 ""엔씨소프트, 2분기 영업적자 불가피…목표가 8.3%↓""","['한화투자증권', '투자', '가치', '기대감', '비용']",5
독도 관광·연구는 '상륙작전'…30년째 운에 맡기며 '답보상태',"['대구지방환경청장', '신고', '독도', '2024', '김영삼']",5
"쿠팡, 카테고리 통합 '프리미엄 브랜드 전용관' 론칭","['쿠팡이', '의자', '인테리어', '식품관', '오디오관']",5
"이마트24, 전현무·솔비·정기고 전시 '뻑 온앤오프' 티켓 판매","['편의점', '티켓', '할인', '이마트', '매장']",5
"LG에너지솔루션, 르노와 전기차 배터리 공급계약","['배터리', '계약', '서울', '전기', '내년']",5
"[단신] 현대엔지니어링, 해외 진출 협력사 지원","['자금', '대출', '해외', '펀드', '투자']",5
쿠팡이츠 “포장 수수료 무료 계속”…무료 배달에 이어 총공세,"['포장', '마케팅', '분식집', '무료', '수수료']",5
"""지인들과 술 마시다 실수로···"" 성시경 막걸리 생산 중단 조치, 왜?","['제품', '테스트', '제조원', '안전청', '시제품']",5
"무협, 댈러스 사무소 개소…美 중남부 지역 거점 마련","['텍사스주', '한국무역협회', '텍사스', '텍사스주의', '중남부']",5
"“수도권 아파트 값, 금리인하-공급물량에 달려”","['금리', '아파트값', '도시', '하락', '예측']",5
6월 소비자물가 2.4% 상승,"['소비자', '통계', '경제', '통계청', '동월']",5
"북한 흥남비료연합기업소, '혁신자'들에게 꽃다발","['북한', '평양', '흥남비료연합기업소', '사용', '금지']",5
원/달러 환율 0.4원 오른 1384.5원 출발,"['서울', '외환', '시장']",3
"삼성전자, AI 탑재 초대형 프리미엄 TV 판매 급증","['판매량', '삼성전자', '영상', 'qled', '성능']",5
"오메가, 2024 파리 올림픽 타임키핑 신기술 발표","['기술', '컴퓨터', '스캔오비전', '2024', '타임키핑']",5
"휴림네트웍스, 400억 규모 전환사채 발행","['자금', '증권', '비율', '주식', '기간']",5
법정시한 넘긴 '최저임금' 심의…오늘 '차등적용' 표결 부칠 듯,"['임금제', '임금위', '임금법', '고용복지', '임금']",5
"신창재 교보생명 대표, 제네바포럼 윤리경영상","['위원장', '이해관계자', '수상자', '기업가', '정부']",5
"산업부, 제4차 한-EU 디지털 통상협정 협상 개최","['유럽연합', '디지털', '서울', '협상', '협정']",5
당첨 ‘바늘구멍’…각종 유인책에도 청약통장 이탈 가속화,"['무주택자', '주택', '혜택', '청약', '규제']",5
"국민카드, CU KB국민카드 출시…CU 결제시 30% 할인","['국민카드', '할인', '요금', '편의점', '결제']",5
"에어부산, 항공전문인력 양성 '드림캠퍼스' 개강","['한국인력산업공단', '기자', '항공업', '일자리', '관계자']",5
"라온시큐어, 마이데이터랩과 옴니원 배지로 대학생 취업 준비 돕는다","['디지털', '지능', '파트너십', '마이데이터랩', '기술력']",5
"[단독] 오뚜기, 베트남에 ‘오빠라면’ 선보여… 하노이 생산으로 현지인 입맛 공략","['소비량', '연평균', '베트남', '식품업', '가격']",5
[경제계 인사] 한화로보틱스 대표에 정병찬 CTO 外,"['임원', '한국고등교육재단', '책임자', '부사장', '본부장']",5
"통계청, 6월 소비자물가동향 발표","['소비자', '통계', '경제', '통계청', '동월']",5
"ECB 총재 ""인플레이션 2% 확신하려면 시간 더 걸릴 것""","['인플레이션', '시간', '금리', '2024', '성장세']",5
"삼성전자서비스, 한국서비스품질지수 고객 선정 'AS 만족도' 1위","['삼성전자서비스', '서울', '고객', '2024', '가전제품']",5
"""이러다 다 죽는다""…반도체 위기 와중에 삼성 노조 총파업","['삼성', '서울', '파업', '삼성전자', '김정남']",5
"한화호텔앤드리조트, '권은비 출격' 워터밤 라인업 공개","['워터밤', '콘서트', '2024', '올해', '여름']",5
"SKT, 한국서비스품질지수 조사서 25년 연속 통신 1위","['기술', '서울', '사진', '기업', '텔코']",5
"에스트래픽, ‘UWB’ 기반 비접촉식 대중교통 결제 시스템 구축","['서울교통공사', '대중교통', '무선', '산업', '결제']",5
"하나카드, 전국 유명 워터파크 입장권 최대 69% 할인","['할인', '테마파크', '예약', '여름', '워터파크']",5
"삼성바이오에피스, 스텔라라 바이오시밀러 '피즈치바' FDA 허가 획득","['제약사', '삼성바이오에피스', '의약품', '바이오시밀러', '피즈치바']",5
"삼성SDS, 클라우드 사업 가파른 성장-현대차","['삼성sds', '매출', '삼성', '투자', '현대차증권']",5
954만명 ‘거대한 은퇴 물결’ 시작 … GDP 삼킨다,"['은퇴', '연령', '한국', '성장률', '연금']",5
"""패러다임 변화 읽을 것""…상상인증권, 임직원 대상 챗GPT 특강 실시","['gpts', '혁신', '소통', '임직원', '디지털']",5
타임빌라스 수원에 '랜디스 도넛' 뜬다…유통사 최초 입점,"['도넛', '로드샵', '버터크림', '유통사', '매장']",5
강원 소상공인 '파산 도미노' 현실화,"['경제학과', '금리', '파산', '신용보증', '악순환']",5
지난달 반도체 수출 51% 급증… 134억달러로 ‘역대 최대’ 기록,"['수출', '무역', '수입', '반도체', '산업']",5
"""크고 똑똑하니 잘 팔리네""…삼성 초대형 AI TV, 전년比 40%↑","['삼성전자', '판매량', '삼성', '평균', '성능']",5
[굿모닝 경제] 알리 제재 / 수산물도 온라인 도매 / 수출 훈풍,"['시장', '검찰', '공정', '사업자', '해양']",5
오늘 환율은...,"['기자', '달러', '환율', '하나은행', '연합뉴스']",5
"하이트진로 '켈리', 스포츠 브랜드 '헤드'와 협업…MZ세대 공략","['여름', '마케팅', '시즌', '맥주', '브랜드']",5
"SC제일은행, 하반기 글로벌 금융시장 전망 및 투자전략 발표","['금융', '변화', '정책', '중앙은행', '금리']",5
"한국투자증권, 더블점프형 및 스텝다운형 등 ELS 21종 공모","['기준', '투자자', '기간', '상품', '한국투자증권']",5
"LG엔솔, 르노서 첫 전기차용 LFP 59만대분 수주","['배터리', '파리', 'lfp', '전기', '계약']",5
"""MS 주식이 대박""…빌 게이츠보다 돈 많은 전 CEO[뉴스속 인물]","['경영자', '창업자', '마이크로소프트', '경영진', '창업']",5
6월 소비자물가 2.4% 상승…석 달 연속 2%대,"['소비자', '상승세', '가격', '경제', '통계청']",5
"여름철 시설원예작물, 차광막 설치·미세 분무로 온도상승 억제","['냉각기', '농작업', '펌프', '차광막', '냉각']",5
"나스닥 0.8% 상승…제조업 3개월째 위축, 금리인하 기대[뉴욕마감]","['경제', '애플', '성장', '상승세', '수익']",5
"기아, 인천공항 전시부스 '고객 체험형'으로 대폭 교체","['인천국제공항', '기자', '여행객', '향후', '해외']",5
"KB자산운용, 새 ETF 브랜드 'RISE' BI 공개","['etf', 'kbstar', '업계', '성장', '투자']",5
"""나를 위한 인생 2막""…고민 해결사는 '시니어 헬스케어'","['업계', '세대', '기자', '사회', '시장']",5
“2차 베이비부머 은퇴 시작… 성장률 하락 우려”,"['성장률', '은퇴', '감소', '소득', '연금']",5
[인사] 보스턴컨설팅그룹(BCG)코리아,"['강상욱', '코리아', '김지훈', '매니징디렉터', '김형곤']",5
"강남구, 중소기업·소상공인에 180억원 융자 지원","['중소기업', '서울', '경제과', '사업장', '자금']",5
"경북도, 저출생 극복 성금 ARS 개통","['기부', '인구', '경북도', '기금', '정책']",5
DL건설 신임 대표이사에 박상신 전 대림산업 대표,"['dl이앤씨', '본부장', '고려대학교', '경영학과', '관리']",5
5대 은행 가계대출 5.3조 늘었다… 2년 11개월 만에 최대폭,"['총부채', '대출', '자금', '은행', '금융']",5
"""이유 있는 판매량""…아우디 Q4 e-tron 타보니[시승기]","['자동차', '차량', '판매량', '2024', '배터리']",5
